CN;Heilongjiang;Songjiang;46.8344;130.432
CH;Vaud;Lausanne;46.5161;6.609
CH;Geneva;Carouge (Acacias);46.1879;6.14144
CH;Fribourg;Villars-sur-Glâne;46.7935;7.11623
FR;Nouvelle-Aquitaine;Châtellerault;46.8437;0.543299
AT;Carinthia;Krumpendorf am Wörthersee;46.6273;14.2158
CH;Vaud;Lausanne;46.51;6.62929
CH;Ticino;Bioggio;46.0136;8.91103
FR;Auvergne-Rhône-Alpes;Arâches-la-Frasse;46.043;6.63145
FR;Nouvelle-Aquitaine;Saint-Martin-de-Ré;46.2031;-1.36746
HU;Bekes County;Körösladány;46.9667;21.0833
HU;Fejér;Dunaújváros;46.9619;18.9355
HU;Bekes County;Pusztaföldvár;46.5333;20.8
HU;Zala County;Nagykanizsa;46.459;16.9897
HU;Csongrád;Mórahalom;46.2179;19.8837
CH;Vaud;Perroy;46.4669;6.35349
CH;Obwalden;Lungern;46.7858;8.15984
CH;Obwalden;Sarnen;46.8961;8.24531
CH;Valais;Visp;46.2937;7.88149
CH;Vaud;Cully;46.4889;6.72945
CH;Bern;Därstetten;46.6595;7.49111
CH;Fribourg;Jaun;46.6113;7.27593
CH;Valais;Martigny-Combe;46.0782;7.05099
CH;Grisons;Malans;46.981;9.57527
CH;Vaud;Cheseaux-Noréaz;46.7818;6.67029
CH;Vaud;Rossinière;46.4676;7.08368
CH;Valais;Conthey;46.2237;7.30283
CH;Bern;Bern;46.9453;7.42994
CH;Valais;Ayer;46.1809;7.60116
CH;Grisons;Filisur;46.673;9.68592
CH;Grisons;Flims;46.8371;9.28458
CH;Bern;Belp;46.8953;7.50463
CH;Valais;Leuk;46.3174;7.63412
RU;Astrakhan Oblast;Astrakhan;46.3586;48.0569
IT;Trentino-Alto Adige;Sand in Taufers;46.9084;11.9604
IT;Trentino-Alto Adige;Faver;46.1813;11.2373
FR;Bourgogne-Franche-Comté;Dommartin-lès-Cuiseaux;46.4987;5.29939
RO;Arad County;Curtici;46.35;21.3
AT;Carinthia;Fürnitz;46.5619;13.8173
AT;Carinthia;Ferlach;46.5269;14.3019
AT;Styria;Wundschuh;46.9264;15.4511
AT;Carinthia;Gurk;46.8739;14.2917
AT;Carinthia;Bad Sankt Leonhard im Lavanttal;46.9628;14.7917
RU;Astrakhan Oblast;Astrakhan;46.3757;48.0498
CH;Vaud;Lausanne;46.5256;6.63137
CH;Vaud;Lausanne;46.5214;6.62226
CH;Vaud;Lausanne;46.5233;6.6154
CH;Vaud;Crissier;46.5613;6.53677
CH;Vaud;Lausanne;46.5265;6.63148
CH;Vaud;Écublens;46.5296;6.56153
CH;Geneva;Geneva;46.218;6.12169
RO;Arad County;Ineu;46.431;21.8405
RO;Bihor County;Salonta;46.8;21.65
RO;Mureș County;Luduş;46.476;24.0934
US;Washington;Chehalis;46.6631;-122.97
US;Idaho;Lewiston;46.3963;-117.036
US;Washington;Ellensburg;46.995;-120.545
US;Michigan;Iron River;46.0851;-88.6418
US;Washington;Aberdeen;46.9742;-123.838
US;Washington;Pasco;46.2305;-119.092
US;Washington;Yakima;46.5979;-120.517
US;Washington;Chehalis;46.6314;-122.933
US;Washington;Union Gap;46.5643;-120.497
US;North Dakota;Jamestown;46.8924;-98.7155
CA;Ontario;Valley East;46.645;-80.9973
CA;Ontario;Rayside-Balfour;46.6087;-81.2076
US;Washington;Desert Aire;46.6793;-119.917
US;North Dakota;Ellendale;46.0195;-98.5253
US;North Dakota;Oakes;46.1386;-98.0904
US;North Dakota;Lisbon;46.4416;-97.6812
US;Minnesota;Clarissa;46.1302;-94.9486
US;Minnesota;Perham;46.5941;-95.5743
US;Minnesota;Perham;46.5944;-95.5752
US;Washington;Pasco;46.2436;-119.084
US;Washington;Centralia;46.7115;-122.988
US;Montana;Missoula;46.9361;-114.116
US;North Dakota;Fargo (Downtown);46.8676;-96.7896
US;Montana;Stevensville;46.5099;-114.093
US;Washington;Chehalis;46.6718;-122.977
US;North Dakota;Wahpeton;46.2632;-96.6052
US;Montana;Missoula;46.9326;-114.103
US;Montana;Missoula (Rose Park);46.8514;-114.012
US;Idaho;Moscow;46.7328;-117.002
US;Washington;Kennewick;46.2141;-119.211
US;Michigan;Sault Ste. Marie;46.4643;-84.3749
US;Washington;Yakima;46.5923;-120.522
US;North Dakota;Fargo (Downtown);46.8775;-96.7902
US;Minnesota;Duluth (Downtown - Waterfront);46.7846;-92.1038
US;Minnesota;Detroit Lakes;46.815;-95.8382
US;Washington;Morton;46.5565;-122.276
US;Washington;Richland;46.2367;-119.222
US;Washington;Grand Mound;46.7879;-123.011
US;Washington;McKenna;46.9356;-122.556
US;Washington;Walla Walla;46.0664;-118.341
US;North Dakota;Bismarck;46.8064;-100.789
US;Washington;Chehalis;46.6691;-122.977
US;North Dakota;Fargo (Westgate);46.8632;-96.828
US;Montana;Missoula;46.9299;-114.091
US;Montana;Helena;46.5879;-112.039
US;North Dakota;Fargo (Downtown);46.8711;-96.7919
US;North Dakota;Bismarck;46.8069;-100.786
US;North Dakota;Dickinson;46.9514;-102.792
US;Wisconsin;Minong;46.0912;-91.8295
US;Minnesota;Moose Lake;46.4414;-92.7778
US;Washington;Yakima;46.5941;-120.549
US;Minnesota;Breckenridge;46.3113;-96.4041
US;Washington;Pasco;46.2553;-119.181
US;Washington;Richland;46.264;-119.253
US;Michigan;Gwinn;46.3391;-87.3846
US;Washington;Clarkston;46.3808;-117.059
US;Oregon;Astoria;46.1882;-123.819
US;Washington;Longview;46.1127;-122.904
US;North Dakota;Jamestown;46.9088;-98.7085
US;Washington;Longview (Broadway);46.1309;-122.935
CA;New Brunswick;Moncton;46.0909;-64.7827
CA;New Brunswick;Richibucto;46.6818;-64.866
CA;New Brunswick;Moncton;46.088;-64.7792
CH;Geneva;Geneva;46.2266;6.14048
CA;Quebec;Sainte-Marie;46.4316;-71.0138
US;Michigan;Drummond;46.0205;-83.7331
CA;Quebec;Québec (Les Rivières);46.8144;-71.2708
CA;Quebec;Boischatel;46.8966;-71.1354
CA;Quebec;Québec (Les Rivières);46.8144;-71.271
US;North Dakota;Fargo (Points West);46.8312;-96.8466
US;North Dakota;Fargo (Brunsdale);46.8344;-96.8001
US;North Dakota;Fargo (Points West);46.8316;-96.8494
US;North Dakota;Fargo (Village West);46.8618;-96.8463
US;North Dakota;Fargo;46.9087;-96.8091
US;North Dakota;Fargo (Village West);46.8646;-96.8481
US;North Dakota;Fargo (Woodhaven);46.8192;-96.848
US;Montana;Missoula;46.8722;-113.994
CA;Ontario;North Bay;46.3036;-79.4595
CA;Ontario;North Bay;46.311;-79.462
CA;Ontario;North Bay;46.3111;-79.4618
US;North Dakota;Steele;46.8547;-99.9142
US;North Dakota;Linton;46.2667;-100.233
US;Washington;Walla Walla;46.0678;-118.341
US;Washington;Dayton;46.3193;-117.982
US;North Dakota;Steele;46.8549;-99.9135
US;Maine;Presque Isle;46.6728;-68.009
US;Maine;Presque Isle;46.6853;-68.0053
US;Wisconsin;Superior;46.7208;-92.1041
US;Washington;Salkum;46.5315;-122.626
US;Washington;Yakima;46.6049;-120.494
US;Minnesota;Duluth (Downtown - Waterfront);46.7856;-92.1025
US;Minnesota;Perham;46.5938;-95.5744
US;Minnesota;Pine River;46.718;-94.4042
US;Minnesota;Detroit Lakes;46.8172;-95.8453
US;North Dakota;Jamestown;46.9076;-98.7116
US;North Dakota;Fargo;46.8195;-96.8477
US;Maine;Houlton;46.1242;-67.8409
US;Maine;Hodgdon;46.0539;-67.8667
US;Minnesota;Brainerd;46.3331;-94.1921
US;Minnesota;Brainerd;46.3621;-94.2064
US;Minnesota;Staples;46.3555;-94.7922
US;Minnesota;Motley;46.3366;-94.6461
US;Wisconsin;Ashland;46.5691;-90.8862
US;Montana;Hamilton;46.2473;-114.16
US;Washington;Montesano;46.9795;-123.601
US;Minnesota;Sebeka;46.63;-95.0889
US;Minnesota;Sebeka;46.6337;-95.0962
US;Minnesota;Menahga;46.7538;-95.0981
CH;Valais;Leuk;46.3186;7.64726
US;Minnesota;Underwood;46.2855;-95.8713
US;Minnesota;Evansville;46.0041;-95.6828
US;Minnesota;Fergus Falls;46.283;-96.0776
US;North Dakota;Bismarck;46.7995;-100.781
CA;Quebec;Notre-Dame-des-Prairies;46.0992;-73.4278
US;Montana;Missoula (Rose Park);46.8601;-114.018
US;Idaho;Moscow;46.7215;-116.983
US;Maine;Mars Hill;46.5144;-67.8671
FR;Bourgogne-Franche-Comté;Savigny-sur-Seille (London);46.6279;5.09789
US;Washington;Kennewick;46.214;-119.211
US;Washington;Walla Walla;46.0816;-118.285
US;Washington;Richland;46.3189;-119.28
US;Washington;Toppenish;46.3773;-120.309
US;Washington;Richland;46.2812;-119.282
US;Washington;Rosburg;46.3173;-123.691
US;Washington;Elma;46.9668;-123.464
US;Washington;Ellensburg;46.9972;-120.543
US;Washington;Raymond;46.6869;-123.732
US;Washington;Kennewick;46.203;-119.118
US;Washington;Pasco;46.2292;-119.107
US;Washington;Pasco;46.2337;-119.127
US;Washington;Pasco;46.2432;-119.041
US;Washington;Walla Walla;46.0658;-118.336
US;Washington;Walla Walla;46.08;-118.287
US;Washington;Walla Walla;46.0656;-118.336
US;Washington;Waitsburg;46.2704;-118.153
US;Washington;Walla Walla;46.0948;-118.287
CA;Quebec;L'Ancienne-Lorette (Les Chutes-de-la-Chaudière-Ouest);46.7393;-71.2887
CA;Quebec;Breakeyville (Les Chutes-de-la-Chaudière-Ouest);46.6771;-71.3379
US;North Dakota;Fargo (Carl Ben);46.8628;-96.8167
US;Maine;Presque Isle;46.6812;-68.0159
US;Maine;Ashland;46.661;-68.3895
US;Washington;Yakima;46.6009;-120.514
CA;Quebec;Yamaska;46.0049;-72.9204
CA;Quebec;Pierreville;46.0695;-72.8094
CA;Ontario;Elliot Lake;46.3862;-82.6509
CA;Quebec;Shawinigan;46.5409;-72.7463
CA;Quebec;Saint-Faustin;46.1168;-74.4825
CA;Ontario;Spanish;46.208;-82.0791
CA;Ontario;North Bay;46.3463;-79.4364
US;Minnesota;Brainerd;46.358;-94.2008
US;Minnesota;Duluth;46.7534;-92.0682
US;Washington;Kalama;46.0095;-122.845
US;Washington;College Place;46.0378;-118.389
US;Washington;Walla Walla;46.09;-118.281
US;Michigan;Iron River;46.0915;-88.6379
US;North Dakota;Reiles Acres;46.923;-96.8654
US;North Dakota;Jamestown;46.9105;-98.7084
US;Montana;Missoula (Franklin to the Fort);46.8464;-114.038
US;North Dakota;Milnor;46.2591;-97.4562
US;North Dakota;Edgeley;46.3591;-98.7157
US;Idaho;Troy;46.7368;-116.77
FR;Pays de la Loire;Sainte-Hermine;46.556;-1.05564
FR;Nouvelle-Aquitaine;Mignaloux-Beauvoir;46.5431;0.4145
US;Minnesota;Pine River;46.7296;-94.6859
US;Michigan;Marquette;46.5412;-87.3935
CA;Ontario;North Bay;46.3091;-79.4608
CA;Ontario;Deep River;46.1001;-77.4995
CA;Quebec;Lévis (Desjardins);46.8077;-71.1849
CA;Ontario;Powassan;46.0334;-79.3496
CA;Quebec;L'Ancienne-Lorette;46.8025;-71.3568
CA;Ontario;Powassan;46.0807;-79.3683
CA;Quebec;Saint-Jacques-de-Leeds;46.2883;-71.3379
CA;Quebec;Sorel-Tracy;46.0428;-73.1123
CA;Quebec;Chertsey;46.0711;-73.891
CA;Ontario;Dowling;46.5911;-81.3392
CA;Quebec;Québec (Sainte-Foy–Sillery–Cap-Rouge);46.7664;-71.2904
US;North Dakota;Fargo (Carl Ben);46.865;-96.8
US;North Dakota;West Fargo;46.8746;-96.9044
US;Montana;Helena;46.5928;-111.974
US;Wisconsin;Woodruff;46.0314;-89.7046
US;Minnesota;Moorhead;46.8728;-96.7724
US;Montana;Clancy;46.4652;-111.986
US;Montana;Helena;46.6157;-112.018
US;Montana;Lolo;46.7636;-114.079
US;Wisconsin;South Range;46.5407;-91.8763
US;Washington;Yakima;46.6353;-120.594
US;Idaho;Cottonwood;46.0505;-116.351
US;North Dakota;Fargo (West Acres);46.8546;-96.8599
US;Montana;Stevensville;46.5669;-113.984
US;Washington;Longview (Downtown);46.1392;-122.936
US;Minnesota;Duluth (West Duluth);46.7325;-92.162
US;Washington;Hoquiam;46.9781;-123.886
US;Washington;Longview (Third Avenue);46.127;-122.926
US;Washington;Longview;46.1115;-122.949
US;North Dakota;Fargo (Willow Park);46.8607;-96.8637
US;North Dakota;Casselton;46.9059;-97.1823
US;Minnesota;Cloquet;46.7217;-92.4502
US;Washington;Longview (Downtown);46.1288;-122.937
US;Idaho;Lewiston;46.3808;-116.979
US;Minnesota;Duluth (Lincoln Park);46.761;-92.1245
US;Idaho;Lewiston;46.4022;-117.003
US;Washington;Connell;46.6497;-118.863
US;Montana;Miles City;46.4086;-105.844
US;Washington;Ocean Park;46.4879;-124.054
US;Idaho;Lewiston;46.4171;-117.017
US;Montana;Helena;46.6204;-112.031
US;Montana;Missoula (Grant Creek);46.9073;-114.04
US;Washington;Yelm;46.9355;-122.591
US;North Dakota;Casselton;46.9012;-97.2126
US;Washington;Richland;46.3013;-119.282
US;Washington;La Crosse;46.8136;-117.882
US;Oregon;Astoria;46.1895;-123.829
US;Idaho;Lewiston;46.3713;-116.963
US;Michigan;Marquette (Trowbridge Park);46.55;-87.4389
US;Michigan;Baraga;46.7788;-88.4903
US;Minnesota;Moorhead;46.8741;-96.7692
US;Minnesota;Barnesville;46.6522;-96.4198
US;Minnesota;Moorhead;46.8487;-96.7638
US;Minnesota;Barnesville;46.6535;-96.4196
US;Washington;Westport;46.9053;-124.108
US;Washington;Aberdeen;46.9255;-123.922
US;Washington;Yakima;46.5838;-120.54
US;Washington;Olympia;46.972;-122.893
US;Montana;Miles City;46.1263;-105.812
US;Minnesota;Hinckley;46.015;-92.9389
US;Minnesota;Hinckley;46.0113;-92.9444
US;Minnesota;Sandstone;46.1311;-92.8674
US;Washington;Prosser;46.2068;-119.769
US;Washington;Yakima;46.5996;-120.518
US;Washington;Clarkston;46.4203;-117.062
CA;Quebec;Québec (Sainte-Foy-Sillery-Cap-Rouge);46.7795;-71.3029
CA;Quebec;Québec (La Cité-Limoilou);46.8098;-71.2163
CA;Quebec;Québec (La Cité-Limoilou);46.8102;-71.2147
CA;Quebec;Québec (La Cité-Limoilou);46.8134;-71.2253
CA;Quebec;Québec (La Cité-Limoilou);46.8135;-71.2254
CA;Quebec;Québec (La Cité-Limoilou);46.8095;-71.2351
CA;Quebec;Québec (La Cité-Limoilou);46.812;-71.224
CA;Quebec;Sainte-Marguerite-du-Lac-Masson;46.0334;-74.0659
CA;Quebec;Bécancour;46.3506;-72.4351
CA;Quebec;Plessisville;46.327;-71.8208
CA;Quebec;Sainte-Marie;46.439;-71.0213
US;North Dakota;Dickinson;46.8681;-102.789
US;North Dakota;Dickinson;46.8792;-102.79
US;Montana;Butte;46.0144;-112.536
US;Montana;Hamilton;46.2485;-114.157
US;Montana;Butte;46.0133;-112.533
US;Idaho;Lapwai;46.4049;-116.805
US;Washington;College Place;46.0475;-118.39
US;Montana;Missoula (Westside);46.8847;-114.018
US;Washington;Kelso;46.1318;-122.904
US;Michigan;Marquette;46.5449;-87.4029
US;Washington;Clarkston;46.4163;-117.045
US;Washington;Winlock;46.4912;-122.938
US;North Dakota;Bismarck;46.83;-100.768
US;North Dakota;Bismarck;46.8054;-100.801
US;North Dakota;Bismarck;46.8518;-100.782
US;North Dakota;Fargo (Downtown);46.8775;-96.7904
US;North Dakota;Mandan;46.8539;-100.922
US;North Dakota;Mandan;46.8529;-100.922
US;North Dakota;New England;46.5392;-102.868
US;North Dakota;Beach;46.9171;-104.005
US;North Dakota;Mandan;46.8531;-100.924
US;North Dakota;Bismarck;46.8349;-100.765
US;North Dakota;Valley City;46.9233;-98.0032
US;North Dakota;Steele;46.8547;-99.9159
US;Montana;Missoula;46.9548;-114.13
US;Montana;Missoula;46.9037;-114.05
US;Montana;Anaconda;46.1287;-112.951
US;Montana;Clinton;46.7691;-113.713
CA;Quebec;Saint-Flavien;46.5132;-71.5964
CA;Quebec;Saint-Tite;46.7245;-72.5649
CA;Quebec;Saint-Marc-des-Carrieres;46.6833;-72.0491
CA;Quebec;Batiscan;46.5241;-72.2496
US;Montana;Lincoln;46.9538;-112.681
US;Washington;Dayton;46.3121;-117.97
US;Montana;Miles City;46.4064;-105.849
CA;Quebec;Shawinigan;46.5629;-72.7463
CA;Quebec;Princeville;46.1716;-71.8746
CA;Quebec;Neuville;46.6982;-71.5827
CA;Ontario;North Bay;46.2667;-79.4357
US;Oregon;Rainier;46.0564;-122.899
US;Montana;Stevensville;46.5033;-114.094
US;North Dakota;Wahpeton;46.2877;-96.6164
US;North Dakota;Jamestown;46.9134;-98.7035
US;Michigan;Ishpeming;46.5048;-87.6846
US;Washington;Mattawa;46.7379;-119.903
US;Minnesota;Pequot Lakes;46.603;-94.3094
US;Washington;Yakima;46.6053;-120.503
CA;Ontario;Greater Sudbury (Sudbury);46.4916;-80.9922
CA;Quebec;Victoriaville;46.0801;-71.9546
CA;Quebec;Lotbinière;46.6167;-71.9324
CA;Quebec;Beauceville;46.2178;-70.7787
CA;Quebec;Nicolet;46.2263;-72.6192
US;Minnesota;Moose Lake;46.4514;-92.7667
US;Minnesota;Esko;46.707;-92.3631
US;Minnesota;Proctor;46.7472;-92.2255
CA;Quebec;Québec (La Cité-Limoilou);46.8143;-71.2217
CA;Quebec;Québec (Sainte-Foy-Sillery-Cap-Rouge);46.7912;-71.2863
CA;Quebec;Québec (Les Rivières);46.8345;-71.2978
CA;Quebec;Québec (Les Rivieres);46.8581;-71.3075
CA;Quebec;Sainte-Marie;46.4358;-71.0144
CA;Quebec;Saint Thomas de Montmagny;46.9801;-70.5626
CA;Ontario;Greater Sudbury (Sudbury);46.5107;-81.0048
US;Washington;Moxee City;46.5537;-120.383
US;Washington;Richland;46.3311;-119.278
US;Minnesota;Fergus Falls;46.2877;-96.0599
US;Washington;Eatonville;46.8672;-122.266
US;Washington;Rainier;46.8881;-122.688
CA;Ontario;Sault Ste. Marie;46.5168;-84.3333
US;Minnesota;Carlton;46.6638;-92.4249
US;Washington;Grandview;46.251;-119.902
US;Washington;Onalaska;46.5751;-122.718
CA;Quebec;Val-David;46.0306;-74.2063
CA;Quebec;Québec (La Cité-Limoilou);46.8128;-71.2158
CA;Ontario;Greater Sudbury (Sudbury);46.49;-80.99
CA;Quebec;Berthierville;46.0835;-73.1848
CA;Quebec;Maniwaki;46.3636;-75.9825
CA;Ontario;Greater Sudbury (Sudbury);46.4887;-80.9891
CA;Quebec;Lévis (Desjardins);46.7787;-71.1635
CA;Ontario;Greater Sudbury (Hanmer);46.6521;-80.9463
CA;Ontario;Greater Sudbury (Lively);46.4366;-81.1466
CA;Quebec;Wendake (Loretteville);46.8652;-71.359
CA;Ontario;Richards Landing;46.2925;-84.0353
US;Washington;Richland;46.2814;-119.282
US;Minnesota;Cromwell;46.6785;-92.8853
US;Idaho;Lewiston Orchards;46.3804;-116.975
US;North Dakota;Fargo (Bluemont Lakes);46.833;-96.8311
US;Montana;Miles City;46.4044;-105.828
US;Montana;Missoula (Heart of Missoula);46.8699;-113.993
US;Idaho;Lewiston;46.4214;-117.003
US;North Dakota;West Fargo;46.8759;-96.8737
US;Washington;Longview (Third Avenue);46.1327;-122.924
US;Oregon;Rainier;46.0892;-122.936
US;Montana;Stevensville;46.5109;-114.093
US;Oregon;Astoria;46.1873;-123.833
US;Washington;Dayton;46.4216;-117.802
US;Washington;Yakima;46.6155;-120.529
US;North Dakota;Fargo (Westgate);46.8611;-96.8294
US;Montana;Helena;46.5908;-112.04
US;Washington;Walla Walla;46.0874;-118.285
CA;Ontario;Greater Sudbury (Sudbury);46.4351;-80.9929
CA;Ontario;Azilda;46.5501;-81.0997
US;Michigan;Marquette;46.5524;-87.412
US;Michigan;Marquette;46.548;-87.4277
US;Michigan;Newberry;46.355;-85.5096
US;Wisconsin;Cable;46.2099;-91.2957
SI;Kranj;Kranj;46.2428;14.3555
CA;Quebec;Saint-Éphrem-de-Beauce;46.0668;-70.9491
US;Minnesota;Brainerd;46.3373;-94.2038
US;Montana;Stevensville;46.5112;-114.082
US;Washington;Cougar;46.0618;-122.259
CA;Quebec;Mandeville;46.3591;-73.3527
CA;Quebec;Québec (La Cité-Limoilou);46.8121;-71.2238
CA;Ontario;Greater Sudbury (Sudbury);46.4679;-80.9966
US;Minnesota;Moorhead;46.8672;-96.7594
US;Maine;Houlton;46.1241;-67.8403
US;Washington;Yakima;46.604;-120.501
US;Washington;Kennewick (Bridge to Bridge);46.2119;-119.125
US;Washington;Union Gap;46.5532;-120.501
US;Washington;Richland;46.3445;-119.272
US;Minnesota;Baxter;46.3484;-94.2686
CA;Quebec;Saint-Alexis-des-Monts;46.4693;-73.1505
US;Minnesota;Aitkin;46.533;-93.7103
CA;Quebec;Maniwaki;46.3757;-75.9768
US;Minnesota;Glyndon;46.84;-96.6502
US;Washington;Castle Rock;46.2751;-122.908
US;Washington;Westport;46.8637;-124.1
US;Wisconsin;Cable;46.2079;-91.2933
US;Maine;Houlton;46.1248;-67.8348
CA;Quebec;Saint-Antoine-de-Tilly;46.6635;-71.5733
US;North Dakota;West Fargo;46.875;-96.8652
US;Idaho;Kendrick;46.6141;-116.647
CH;Geneva;Geneva;46.2008;6.14072
US;Washington;Asotin;46.3393;-117.048
US;Michigan;Chatham;46.3477;-86.929
US;North Dakota;New Salem;46.845;-101.411
US;North Dakota;Fort Yates;46.0869;-100.63
CA;Ontario;Greater Sudbury (Sudbury);46.5223;-80.9297
US;North Dakota;Abercrombie (Barnaby's Addition);46.4474;-96.7294
US;North Dakota;Hankinson;46.0697;-96.9017
US;North Dakota;Wahpeton;46.2652;-96.6059
CA;Quebec;Lévis;46.7583;-71.2397
CA;Quebec;Nicolet;46.2326;-72.6182
CA;Quebec;Maskinongé;46.2286;-73.0192
CA;Quebec;Mandeville;46.3668;-73.3492
CA;Quebec;Louiseville;46.2578;-72.923
US;Montana;Walkerville;46.06;-112.491
US;Idaho;Lewiston;46.4154;-117.009
US;Washington;Yakima;46.6055;-120.456
US;Washington;Ellensburg;46.9938;-120.545
US;Washington;Raymond;46.6249;-123.652
US;Washington;Dayton;46.3172;-117.974
US;Washington;Winlock;46.4906;-122.892
US;Washington;Mossyrock;46.529;-122.482
US;Washington;Toutle;46.3246;-122.74
US;Washington;Yelm;46.9489;-122.612
US;Washington;Clarkston;46.4129;-117.044
CA;Nova Scotia;Sydney;46.1719;-60.0899
CA;Ontario;Greater Sudbury (Sudbury);46.4928;-80.9963
CA;Ontario;Greater Sudbury (Sudbury);46.5153;-80.9437
CA;Ontario;Greater Sudbury (Sudbury);46.4668;-81.0084
CH;Grisons;Felsberg;46.8564;9.46851
CA;Quebec;Shannon;46.8803;-71.5146
US;North Dakota;Lincoln;46.7625;-100.7
US;North Dakota;Cannon Ball;46.3894;-100.594
US;North Dakota;Wishek;46.2569;-99.5571
US;North Dakota;Gwinner;46.2258;-97.6626
US;Minnesota;Saint Cloud;46.7296;-94.6859
US;Washington;Mossyrock;46.5295;-122.485
US;Montana;Missoula (Westside);46.8862;-114.034
US;Montana;Helena West Side;46.6219;-112.098
US;Montana;Deer Lodge;46.3991;-112.738
US;Montana;Montana City;46.5377;-111.933
US;Montana;Helena;46.5972;-112.024
US;Michigan;Gwinn;46.3352;-87.3869
CA;Quebec;Daveluyville;46.205;-72.1367
CA;Quebec;Gentilly;46.4027;-72.2748
CA;Quebec;Saint-Grégoire;46.2722;-72.5109
CA;Quebec;Trois-Rivières;46.3471;-72.544
CA;Ontario;Greater Sudbury (Sudbury);46.4344;-80.9953
CA;Ontario;Verner;46.4102;-80.1231
CA;Quebec;Québec (La Cité-Limoilou);46.8133;-71.2246
CA;Ontario;Callander;46.2239;-79.3659
CA;Quebec;Saint-Félix-de-Valois;46.1698;-73.4252
CA;Quebec;Québec (Les Rivières);46.7971;-71.2703
CA;Quebec;Québec (La Cité-Limoilou);46.8122;-71.222
CA;Quebec;Québec (La Haute-Saint-Charles);46.8548;-71.357
CA;Quebec;Mont-Laurier;46.549;-75.5066
CA;Quebec;Sainte Catherine de la Jacques Cartier;46.8524;-71.6206
CA;Quebec;Québec (La Cité-Limoilou);46.7922;-71.2482
US;Washington;Pullman;46.7311;-117.16
US;Minnesota;Cross Lake;46.6737;-94.108
CA;Quebec;Louiseville;46.2555;-72.9458
CA;Ontario;Mattawa;46.3168;-78.6996
US;Michigan;Brimley;46.375;-84.4686
US;Michigan;Sault Ste. Marie;46.4763;-84.3536
CA;Ontario;Espanola;46.2657;-81.7711
CA;Ontario;Echo Bay;46.485;-84.0701
CA;Ontario;North Bay;46.3133;-79.4648
CA;Ontario;Greater Sudbury (Garson);46.5547;-80.8614
CA;Quebec;Lévis (Les Chutes-de-la-Chaudière-Est);46.715;-71.2715
CA;Ontario;Greater Sudbury (Sudbury);46.4354;-80.9959
CA;Quebec;Québec (Les Rivières);46.7964;-71.3065
CA;Ontario;Field;46.5235;-80.0243
CA;Ontario;Massey;46.2126;-82.0776
CA;Ontario;Sault Ste. Marie;46.5133;-84.3356
CA;Ontario;Espanola;46.2582;-81.7729
CA;Quebec;Shawinigan (Grand-Mère);46.6162;-72.6873
US;Montana;Lincoln;46.9543;-112.681
PM;Saint-Pierre;Saint-Pierre;46.7791;-56.1773
CA;Quebec;Québec (Les Rivières);46.8038;-71.3252
CA;Quebec;Saint-Alexis-des-Monts;46.4625;-73.1381
CA;Quebec;Québec (Les Rivières);46.8336;-71.2969
US;Minnesota;Glyndon;46.8752;-96.579
US;Minnesota;Pelican Rapids;46.5708;-96.0831
US;Minnesota;Lake Park;46.8863;-96.0945
CA;Ontario;Greater Sudbury (Sudbury);46.5226;-80.9449
CA;Quebec;Notre-Dame-du-Mont-Carmel;46.0168;-75.0826
CA;Ontario;Sault Ste. Marie;46.2227;-83.9667
CA;Ontario;St.-Charles;46.3625;-80.4167
CA;Quebec;Joliette;46.0219;-73.4441
CA;Ontario;Greater Sudbury (Sudbury);46.5223;-80.945
CA;Quebec;Québec (La Cité-Limoilou);46.7919;-71.249
CA;Quebec;Québec (Sainte-Foy);46.7778;-71.3023
CA;Quebec;Québec (La Cité-Limoilou);46.8116;-71.2224
CA;Quebec;Val-Morin;46.0001;-74.1825
CA;Quebec;Shawinigan (Grand-Mère);46.6214;-72.6687
CA;Ontario;Greater Sudbury (Chelmsford);46.58;-81.1933
CA;Ontario;North Bay;46.3116;-79.4271
CA;Quebec;Québec (Les Rivières);46.7943;-71.3212
US;Washington;Yelm;46.956;-122.634
US;Michigan;Sault Ste. Marie;46.4759;-84.3235
CA;Prince Edward Island;Charlottetown (Sherwood);46.2647;-63.1365
US;Minnesota;Nisswa;46.5092;-94.2682
US;Minnesota;Fergus Falls;46.289;-96.102
US;Minnesota;Backus;46.8208;-94.5024
US;Michigan;Brimley;46.4521;-84.6024
US;Michigan;Sault Ste. Marie;46.4953;-84.3453
US;Washington;Union Gap;46.5923;-120.385
US;Washington;Yelm;46.942;-122.606
US;Maine;Washburn;46.79;-68.1575
US;Washington;Rochester;46.8218;-123.096
US;Washington;Vader;46.4026;-122.96
US;Washington;West Longview;46.1679;-122.999
US;Washington;West Richland;46.3043;-119.361
US;Washington;Pasco;46.2412;-119.143
US;Washington;Garrett;46.0521;-118.403
US;Washington;Walla Walla;46.0667;-118.338
CA;Quebec;Sainte-Marie;46.434;-71.0117
US;Minnesota;Hinckley;46.0082;-92.9321
US;Minnesota;Onamia;46.0732;-93.6625
CH;Ticino;Lugano;46.0069;8.94966
SI;Ljubljana;Ljubljana;46.0356;14.4703
US;Minnesota;Brainerd;46.3549;-94.1996
US;Montana;Hysham;46.2928;-107.234
US;Montana;Forsyth;46.2664;-106.678
